Ano,Rodada,Data,Mandante,Visitante,Gol.Mandante,Gol.Visitante,Total Gols,GP_m_20,GP_v_20,GC_m_20,GC_v_20,ShotsP_m_20,ShotsP_v_20,Elo_Dif_Abs
2021,5,06/20/21 16:00,Bahia,Corinthians,0,0,0,28,24,30,20,242,256,0.815054591
2021,5,06/20/21 18:15,Fortaleza,Fluminense,1,1,2,20,28,26,19,235,233,2.999914895
2021,5,06/20/21 16:00,Internacional,Ceara,1,1,2,32,29,21,26,241,215,3.240379323
2021,5,06/20/21 20:30,Juventude,Sport Recife,1,0,1,21,15,33,25,NA,NA,2.442670222
2021,5,06/20/21 11:00,Palmeiras,America-MG,2,1,3,27,8,19,24,255,228,3.499557538
2021,5,06/20/21 18:15,Santos,Sao Paulo,2,0,2,25,23,31,25,270,258,0.478050368
2021,5,06/21/21 20:00,Atletico-MG,Chapecoense,1,1,2,29,15,19,24,289,251,5.344396838
2021,6,06/23/21 19:00,Atletico-GO,Fluminense,1,0,1,24,29,20,20,208,230,2.452094054
2021,6,06/23/21 19:00,Flamengo,Fortaleza,2,1,3,39,20,21,26,322,236,3.240431697
2021,6,06/24/21 16:00,America-MG,Juventude,1,1,2,7,19,25,33,NA,NA,1.365769473
2021,6,06/24/21 21:30,Bahia,Athletico-PR,2,1,3,27,26,27,16,239,198,3.238871244
2021,6,06/24/21 19:00,Ceara,Atletico-MG,2,1,3,26,28,26,19,218,292,3.707088713
2021,6,06/24/21 19:00,Chapecoense,Internacional,1,2,3,16,33,24,22,259,234,3.517157137
2021,6,06/24/21 19:00,Corinthians,Sport Recife,2,1,3,23,13,20,22,255,201,2.220751511
2021,6,06/24/21 21:30,Gremio,Santos,2,2,4,29,23,26,29,264,270,0.633165139
2021,7,06/27/21 20:30,America-MG,Internacional,1,1,2,8,33,26,21,234,249,4.772003629
2021,7,06/27/21 20:00,Athletico-PR,Chapecoense,2,2,4,27,17,15,24,203,254,5.40668122
2021,7,06/27/21 20:30,Ceara,Sao Paulo,1,1,2,26,20,27,29,223,237,0.022578215
2021,7,06/27/21 16:00,Fluminense,Corinthians,1,1,2,26,25,20,21,206,262,2.825834713
2021,7,06/27/21 20:00,Gremio,Fortaleza,0,0,0,29,21,27,28,257,233,0.81725897
2021,7,06/27/21 11:00,Juventude,Flamengo,1,0,1,19,38,34,21,NA,NA,7.453373412
2021,7,06/27/21 20:00,Palmeiras,Bahia,3,2,5,25,29,21,26,262,249,0.066198029
2021,7,06/27/21 20:30,Santos,Atletico-MG,2,0,2,23,27,29,19,261,299,1.834628753
